Age,Material,Diameter,Slope,Depth,Length,Soil PH,Soil Type,Road Type,Condition Rating
65,VCP,6,0.42,7,289.375105,5.8,Sand,Alley,3
22,PVC,8,0.38,5.84,690.5224592,8.2,Clay,Alley,1
64,VCP,12,0.4,12,131.1087452,6.5,Sand,Easement,4
66,PVC,18,0.05,7,542.229441,7.9,Loam,Street,3
78,VCP,8,0.24,9.13,78.16122202,5.4,Sand,Alley,3
65,VCP,6,0.5,6.66,111.77,5.4,Clay,Street,1
39,VCP,8,0.48,7,202.7714039,7.328945616,Sand,Highway,1
47,PVC,8,0.6,7.48,318.99,7.9,Clay,Street,2
77,VCP,10,0.993897213,3.1,303.80813,7.5,Sand,Highway,3
57,PVC,8,0.82,10,95.76495737,7.9,Clay,Street,1
77,VCP,12,0.36,11.05,268.9863211,6.7,Clay,Alley,3
65,VCP,48,0.3,8.58,195.8361043,5.4,Sand,Street,3
64,VCP,8,0.33,7,32.97885087,4.1,Sand,Alley,5
71,VCP,18,0.023668525,7.98170349,331.1770786,8.2,Clay,Street,3
27,PVC,8,3.682311318,11.59,32.66014714,8.2,Clay,Street,1
36,PVC,8,6,7,124.8198903,8.2,Clay,Street,1
103,VCP,8,0.31,5,345.8899959,5.4,Rock,Street,1
62,RC,8,0.39,8.85,395.9851239,5.7,Loam,Alley,3
27,PVC,8,2.069427383,5,99.33230289,8.2,Clay,Street,1
67,VCP,8,0.4,8,467.4430711,6.9,Sand,Street,5
20,PVC,8,0.39,5,361.54,8.2,Clay,Street,1
75,VCP,15,0.2,8.877144396,595.8690821,7.9,Loam,Street,1
26,RC,8,0.36,5,20.37072667,7.9,Sand,Easement,3
49,RC,8,0.65,8.85,134.3967363,8.2,Loam,Alley,1
89,VCP,8,0.34,9.95,279.2762109,4.8,Sand,Street,5
70,VCP,8,0.4,5,423.6374777,7.9,Loam,Street,3
53,VCP,8,0.4,15,527.4528337,5.7,Rock,Alley,1
65,PVC,8,0.5,10.75047958,471.317413,6.8,Clay,Street,3
14,RC,8,0.32,12,14.33802824,8.2,Sand,Street,1
57,VCP,12,0.08,10,289.99,7.5,Clay,Street,3
46,PVC,15,0.36,5,202.4546689,8.2,Loam,Street,1
70,VCP,8,0.1,6,387.4899172,6.8,Sand,Alley,5
22,RC,12,0.33,10,203.4920819,6.5,Loam,Alley,1
67,VCP,8,0.12,10,504.3044706,4.8,Sand,Street,3
71,VCP,8,0.25,8.85,311.4354179,7.9,Clay,Street,2
14,PVC,8,0.3,8.58,147.6347166,5.4,Sand,Street,1
46,PVC,10,0.4,5.84,113.5539485,5.5,Loam,Alley,1
71,VCP,12,0.5,5,613.6221516,7.9,Clay,Street,1
65,VCP,10,0.31,7.48,339.5136413,4.1,Sand,Street,4
42,PVC,8,0.748073102,8,214.460807,7.9,Clay,Street,1
25,PVC,6,0.6,5,345.9655567,7.9,Clay,Street,1
71,VCP,8,0.32,12.14,280.99,8.2,Clay,Alley,4
68,VCP,10,0.39,8.03,265.8226279,7.9,Sand,Street,1
36,PVC,8,0.06,11.05,307.3709388,5.4,Sand,Street,1
34,VCP,15,0.4,7,69.99322847,7.4,Loam,Street,4
71,VCP,8,0.12,8.85,150.4808557,5.4,Sand,Street,3
12,PVC,8,0.5,10.5,68.0033127,8.2,Clay,Street,3
62,PVC,18,0.4,8,282.1697305,7.9,Sand,Highway,3
46,VCP,8,0.5,6,264.0211873,8.2,Clay,Street,1
36,PVC,8,0.45,8.85,401.7996837,5.7,Sand,Alley,3
24,PVC,8,0.6,8,118.0718219,5.7,Sand,Street,3
56,PVC,8,0.51,11.32,404.8279595,5.4,Sand,Street,2
54,RC,8,0.45,8.31,77.37131269,5.4,Sand,Alley,1
74,VCP,8,0.137,10.5,149.6684181,8.2,Sand,Alley,1
88,VCP,8,0.39,8.85,318.0543142,5.7,Clay,Street,1
25,PVC,8,0.8,11,25.99651455,8.2,Sand,Easement,1
50,VCP,12,2.6,7,196.1465321,5.5,Clay,Alley,1
38,PVC,8,3.2,8.03,313.3432171,8.2,Clay,Street,1
39,VCP,8,0.53,9,181.8969542,7.9,Sand,Street,3
24,PVC,8,0.33,6,180.2929784,7.9,Sand,Street,1
69,VCP,8,0.6,7,40.66275164,5.4,Sand,Alley,3
15,PVC,24,0.4,10,61.06582463,8.2,Clay,Street,1
49,RC,8,5.434550762,0.91,42.68342157,8.2,Clay,Alley,3
23,PVC,72,0.16,7,236.53,8.2,Clay,Street,1
72,VCP,8,0.39,12,298.66429,4.8,Sand,Street,3
36,VCP,8,1.6,7,315.2113763,7.9,Sand,Street,1
15,PVC,10,0.38,7,243.386,8.2,Clay,Alley,1
69,VCP,8,0.12,10.22,296.5784456,7.9,Sand,Highway,3
62,PVC,8,0.874423417,7,170.8362203,6.5,Sand,Street,1
49,VCP,8,0.69,7,192.2920385,8.2,Clay,Street,1
65,VCP,8,0.4,4.2,82.37010257,7.9,Sand,Street,3
62,VCP,10,0.39,7,146.0333563,8.2,Clay,Alley,1
19,VCP,60,0.4,5,38.70366341,8.2,Clay,Easement,3
20,RC,8,1.92,13,18.02880952,5.7,Clay,Street,1
46,VCP,30,0.3,5,287.8802945,7.9,Clay,Street,3
65,VCP,8,0.39,8.58,285.2767038,5.4,Sand,Street,1
36,PVC,15,0.31,11.05,80.67940162,5.7,Sand,Street,3
53,VCP,8,0.45,10,215.593527,4.8,Sand,Street,1
60,RC,8,0.33,8.03,9.900916379,8.2,Clay,Easement,1
21,RC,8,1.33,11.05,265,7.9,Clay,Street,1
47,VCP,8,0.45,7,262.3740397,5.4,Sand,Highway,3
71,VCP,10,0.01,10,295.59,5.8,Clay,Alley,4
50,VCP,8,0.8,7,270.7956566,5.7,Sand,Street,3
58,RC,24,0.8,1.18,188.8646497,8.2,Clay,Street,1
70,VCP,12,0.39,10,275.99,5.4,Sand,Highway,1
65,PVC,27,0.48,5,360.2704976,6.5,Clay,Easement,3
65,VCP,8,2.5,5,25.11561954,8.2,Clay,Alley,3
29,VCP,24,0.68,8.58,101.3230086,8.2,Clay,Street,1
71,VCP,15,0.6,8,192.757188,8.2,Clay,Easement,3
67,VCP,8,0.38,7,205.57479,8.2,Clay,Street,1
72,VCP,6,0.5,11.59,279.99,4.8,Sand,Street,5
62,VCP,6,2.1,5,353.6,4.8,Sand,Street,2
65,PVC,8,0.26,8.85,287.3857135,8.2,Clay,Easement,5
18,PVC,48,0.8,6.94,349.99,8.2,Clay,Alley,1
25,PVC,8,0.27,8.85,319.3226725,5.5,Loam,Street,1
71,VCP,6,1.33,8.58,282.134772,7.5,Sand,Street,3
67,VCP,8,0.7,4.47,235.803947,8.2,Clay,Street,3
47,VCP,8,0.39,5,602.2085608,8.2,Clay,Street,1
42,RC,10,0.32,7,329.7060978,4.8,Sand,Street,3
47,VCP,8,0.5,16.53,258.4772078,5.8,Sand,Easement,1
25,PVC,18,1.589202718,9.4,234.6921843,8.2,Sand,Street,1
45,RC,8,0.6,6,366.0390316,7.9,Loam,Easement,1
32,VCP,8,0.6,5,16.13764505,8.2,Sand,Street,1
17,PVC,72,0.47,8.58,937.1849472,8.2,Clay,Alley,1
26,VCP,8,0.46,11.59,229.7180718,7.9,Clay,Street,1
12,VCP,8,0.6,8,371.434113,7.9,Clay,Easement,1
30,RC,8,0.68,7,485.1486194,7.5,Sand,Street,3
50,VCP,10,0.39,10,174.7264105,4.1,Sand,Street,3
55,RC,8,0.44,6.12,190.5158104,8.2,Clay,Alley,3
51,VCP,8,0.47,9.95,198.0570929,8.2,Gravel,Highway,3
63,VCP,8,0.8,8,260.3041702,5.8,Sand,Easement,1
38,VCP,8,0.3,5,301.6590028,5.7,Clay,Street,3
72,VCP,8,0.51,10,134.4,8.2,Rock,Easement,3
58,PVC,12,0.23,11.59,211.695621,7.5,Sand,Street,3
65,VCP,8,0.39,6,257.9547004,4.1,Sand,Street,3
71,VCP,8,0.33,7,158.2231321,8.2,Clay,Street,3
58,VCP,12,0.29,7,279.505411,5.7,Sand,Street,5
50,VCP,8,0.49,7.76,299.5085473,8.2,Clay,Easement,1
41,VCP,8,0.5,10.22,703.3939588,4.8,Sand,Street,3
43,RC,8,2.16,7,94.98932021,8.2,Sand,Street,1
22,VCP,10,2.46,7,70.9586798,8.2,Clay,Alley,1
54,PVC,12,0.5,8.58,200.8944842,8.2,Clay,Street,1
17,PVC,8,0.32,15.7,330.3160702,4.8,Sand,Highway,1
23,RC,8,2.75,7,187.39,6.9,Clay,Street,1
71,VCP,8,0.2,8.85,92.5081949,4.1,Sand,Street,3
66,RC,8,0.39,9.68,331.5962333,5.8,Sand,Street,3
36,VCP,12,0.12,11.05,218.891857,5.5,Sand,Street,3
65,VCP,8,0.68,5,639.0669653,8.2,Clay,Easement,4
71,VCP,8,0.47,8.58,279.79,4.8,Sand,Street,5
64,VCP,10,0.008,8.03,532.4344785,8.2,Clay,Easement,3
57,PVC,30,0.4,11.05,261.2275832,6.9,Sand,Street,1
19,RC,8,0.6,12.96,189.9522963,7.5,Sand,Street,1
30,PVC,6,1.2,5,204.9483859,8.2,Clay,Street,1
51,VCP,8,0.38,11.59,159.7007593,6.8,Sand,Alley,1
14,VCP,24,0.2,11.05,282.833377,5.7,Sand,Alley,3
46,PVC,8,0.34,6.12,214.4961629,6.5,Sand,Street,1
72,VCP,8,1.91,17.9,70.98302891,4.8,Sand,Street,5
68,VCP,12,0.65,9.13,21.19587041,5.7,Sand,Easement,3
12,RC,10,0.3,6.66,262.0499163,7.9,Clay,Street,3
65,VCP,8,0.5,10,60.55929292,4.1,Sand,Street,1
48,VCP,8,0.003443302,7,306.0989678,8.2,Loam,Easement,1
72,VCP,8,0,13.79,78.04318152,4.1,Sand,Street,5
16,PVC,8,0.51,7,68.085871,6.8,Sand,Street,1
14,PVC,54,0.12,15,306.3714427,4.8,Sand,Street,1
11,RC,8,4,10,22.85541704,8.2,Clay,Street,3
47,VCP,8,0.43,8.85,187.39,5.5,Sand,Alley,4
54,PVC,18,0.3,5,163.6091506,8.2,Clay,Alley,1
69,VCP,15,0.11,12.42,275.9953675,4.1,Sand,Alley,1
28,VCP,8,0.04,10,313.8001914,8.2,Clay,Street,3
21,PVC,15,1.4,7,157.0726636,8.2,Clay,Alley,1
71,VCP,12,1,8.58,693.7541764,7.9,Clay,Street,1
64,VCP,6,0.46,8,94.39930829,4.1,Sand,Alley,1
65,PVC,8,2,8.31,357.0588765,7.9,Clay,Street,3
15,PVC,48,1.096644463,6.94,486.2216546,8.2,Sand,Highway,3
54,VCP,8,0.24,10.5,245.9259851,6.8,Loam,Street,3
67,PVC,8,1,6.66,740.6572434,8.2,Clay,Street,2
58,VCP,8,0.32,10,349.6639767,4.8,Sand,Street,1
14,VCP,12,1.750877125,11.05,232.9365228,8.2,Sand,Street,1
69,VCP,8,0.38,10,64.8579545,5.4,Loam,Street,3
57,PVC,10,0.034,10,308.2233881,7.9,Sand,Easement,5
37,VCP,10,0.7,11.32,289.0281858,6.8,Clay,Street,1
41,PVC,8,0.4,7,319.9837615,5.8,Sand,Street,2
42,VCP,8,0.38,7,281.99,4.8,Sand,Alley,3
45,PVC,8,0.4,19.54,124.2843595,8.2,Clay,Easement,1
27,PVC,8,0.6,7,206.9926055,7.9,Sand,Street,3
63,PVC,36,0.45,8,329.99,8.2,Clay,Highway,3
74,VCP,12,0.012,10.77,508.6735475,7.9,Sand,Street,1
70,VCP,8,0.39,5,808.5768844,8.2,Rock,Street,3
69,VCP,10,0.29,11.05,37.64981516,6.5,Loam,Alley,3
63,VCP,12,0.35,10,248.9989584,4.8,Sand,Street,3
57,PVC,8,0.19,8.58,39.30139703,7.9,Sand,Alley,1
71,VCP,8,0.49,1.46,1164.999956,6.9,Sand,Street,5
56,RC,21,0,11.87,249.0062937,7.9,Sand,Street,3
65,VCP,8,0.5,5,350,7.4,Clay,Easement,1
27,VCP,12,0.08,11.59,195.6,5.4,Sand,Easement,3
72,VCP,8,0.38,12,271.3372592,5.4,Sand,Street,3
30,RC,8,0.22,13,120,8.2,Clay,Alley,3
46,RC,8,0.757406354,6.39,57.72622763,7.4,Rock,Street,1
22,VCP,8,0.45,12,331.0981491,8.2,Clay,Street,1
28,PVC,8,0.37,7,365.9706359,5.7,Clay,Street,1
22,PVC,8,0.53,7,318.773666,8.2,Clay,Street,1
45,VCP,8,0.51,6,612.8479611,5.4,Sand,Street,3
74,VCP,10,0.29,7,359.9920259,6.5,Sand,Easement,3
49,VCP,6,0.12,11,297.876995,7.9,Loam,Street,3
10,VCP,8,0.34,8,401.8261193,7.9,Sand,Street,1
67,VCP,8,0.5,10,122.3739869,5.5,Rock,Alley,3
36,VCP,8,0.39,7,339.99,4.8,Sand,Street,1
62,VCP,8,0.1,15,381.5622446,5.7,Sand,Highway,3
57,VCP,8,0.65,6.94,258.3937139,4.1,Sand,Street,3
25,PVC,8,0.8,6.66,313.5594719,7.5,Clay,Street,1
66,PVC,8,0.1,7,309.8923763,5.4,Sand,Street,3
70,VCP,8,0.42,8,322.6423656,7.9,Sand,Street,3
50,VCP,8,0.33,19.54,72.28639112,6.7,Clay,Street,1
59,VCP,12,0.39,10.77,298.0236867,6.8,Sand,Street,3
70,VCP,8,0.33,6,264.5702682,5.7,Loam,Alley,3
22,PVC,8,0.54,5,249.2078055,7.9,Loam,Street,1
40,PVC,8,0.6,10,332.84,8.2,Gravel,Street,3
21,VCP,8,0.34,8,308.3671105,5.4,Clay,Easement,2
43,VCP,8,0.36,10.77,255.3,5.5,Sand,Street,1
71,VCP,27,0.38,14.33,266.9795713,5.8,Sand,Street,3
57,VCP,8,0.748879338,7,94.6774797,8.2,Loam,Street,3
48,VCP,8,3.6,5,298.598611,7.4,Loam,Street,1
69,VCP,8,3.946769248,12.14,194.51,5.7,Sand,Street,5
26,PVC,8,0.59,8,329.8362588,6.8,Loam,Street,3
59,RC,10,1,8.85,367.702924,6.8,Clay,Street,1
66,PVC,18,0.18,5,540.746942,6.5,Rock,Street,3
64,VCP,8,1.4,11.32,50.68127601,6.5,Clay,Street,1
64,VCP,8,1.325198479,7,752.0087154,8.2,Loam,Street,1
17,RC,8,1.4,7,304.0044847,5.4,Clay,Street,2
71,PVC,8,4.139753248,5,33.07483479,8.2,Clay,Street,1
10,PVC,8,1.3,8.58,143.59,7.5,Clay,Street,1
71,PVC,8,0.35,5,649.5374242,7.9,Sand,Alley,1
42,VCP,8,0.3,12,264.9984095,6.9,Rock,Street,1
65,VCP,8,0.222907525,8.85,611.198561,5.7,Sand,Easement,3
15,RC,6,0.75,8.85,265.5832982,8.2,Loam,Street,1
15,PVC,8,0.829215975,5,334.1864389,8.2,Clay,Highway,1
71,VCP,8,0.21,5,254.1964496,8.2,Loam,Street,3
18,PVC,8,0.59,7,51.83,5.7,Loam,Street,1
69,VCP,8,0.45,5,324.99,8.2,Loam,Street,3
57,VCP,8,0.7,10.77,422.6405483,5.7,Clay,Easement,4
36,PVC,8,3.6,6,199.3774219,8.2,Clay,Street,1
52,VCP,8,1.248501521,8,97.54958394,7.5,Sand,Street,3
77,VCP,8,0.62,8.85,243.5203595,4.1,Sand,Street,1
65,VCP,8,0.3,7,484.3543036,5.4,Sand,Easement,3
40,VCP,10,0.04,11.05,316.5919828,4.8,Sand,Street,5
71,VCP,8,0.5,7,290.308759,7.9,Loam,Street,1
58,VCP,8,0.55,8,246.99,4.8,Sand,Easement,3
48,PVC,8,0.42,7,496.8350356,7.9,Loam,Street,1
17,RC,8,0.44,0.91,250.8403756,7.9,Clay,Street,1
34,RC,8,0.42,10,46.00335373,6.9,Sand,Street,1
82,VCP,8,0.37,5,183.8867558,7.9,Clay,Street,3
36,VCP,8,0.47,5,50.4568765,4.8,Sand,Street,1
32,VCP,8,0.45,3.38,267.8196958,8.2,Clay,Street,1
42,RC,8,1.739962884,10,141.813728,7.9,Sand,Street,3
8,PVC,15,0.08,7,255.6811013,7.9,Sand,Street,1
37,VCP,8,0.12,9.13,238.99,8.2,Clay,Alley,3
44,RC,6,0.520664605,8.85,154.1169493,7.5,Clay,Street,3
23,PVC,24,0.3,19.54,104.2271268,6.8,Clay,Street,1
49,VCP,8,1.4,3.1,448.3528247,7.9,Sand,Street,1
64,VCP,8,0.25,5,805.5668776,5.4,Sand,Street,3
33,VCP,8,0.39,3.1,400.7839506,5.4,Sand,Highway,1
8,PVC,24,0.38,8,246.996986,7.9,Clay,Street,1
24,PVC,15,0.39,7,309.5,5.7,Sand,Highway,1
58,VCP,16,0.3,10.77,282.910052,5.7,Sand,Street,3
62,VCP,8,0.48,6.94,120.3086426,5.4,Sand,Street,2
38,VCP,8,0.32,10.5,221.01,5.4,Sand,Alley,3
19,PVC,15,2,3.38,253.93,5.8,Loam,Street,1
60,PVC,30,0.28,8,467.1289258,5.5,Sand,Street,3
23,PVC,8,0.5,7.48,186,7.5,Sand,Street,1
36,VCP,12,0.29,1.73,302.6916532,8.2,Clay,Street,1
101,VCP,8,0.3,11.59,212.4427191,6.5,Sand,Street,3
54,RC,8,0.3,11.32,291,4.1,Sand,Street,3
41,RC,8,0.3,7,948.358785,5.4,Clay,Easement,1
64,VCP,10,0,7,421.0578123,5.5,Sand,Street,3
71,PVC,8,0.6,5,397.5249665,5.4,Sand,Street,3
63,VCP,30,0.4,11.05,219.8,8.2,Gravel,Street,1
65,VCP,8,0.29,13.51,342.7892411,4.8,Sand,Street,1
70,VCP,8,1.331617233,7,330.0484959,5.4,Loam,Street,1
43,VCP,15,0.24,10.77,292.4197497,5.4,Sand,Alley,3
17,RC,8,0.35,7,520.5248343,5.4,Loam,Street,1
29,PVC,8,0.69,7,74.65885863,7.9,Loam,Street,3
75,VCP,8,0.38,7,164.2808335,5.7,Sand,Street,5
11,PVC,12,0.6,5.84,61.51160134,8.2,Rock,Alley,1
59,VCP,6,1.1,7,137.9990084,8.2,Clay,Easement,1
62,VCP,8,0.39,8,112.61,8.2,Clay,Alley,3
67,VCP,6,0.337915137,18.44,495.894133,5.4,Sand,Street,3
36,PVC,8,0.8,15,201.0795567,8.2,Clay,Alley,3
15,RC,10,0.8,8.58,348.7860979,6.8,Sand,Street,1
61,VCP,8,0.4,7,319.380854,7.9,Clay,Street,3
47,RC,8,1.36,3.65,270.7304786,7.9,Clay,Alley,3
54,VCP,8,0.31,15.98,207.3415272,4.1,Sand,Alley,4
71,VCP,8,0.4,8.58,179.99,5.7,Sand,Alley,1
77,VCP,10,0.105,5,298.9154979,7.9,Sand,Easement,3
38,RC,8,0.4,4,143.4983158,8.2,Clay,Street,1
47,VCP,8,2.603258946,8.31,187.0147402,7.5,Sand,Street,3
66,VCP,8,2,9.13,216.8501756,8.2,Clay,Alley,1
62,VCP,8,0.62,12,243.7694961,5.4,Loam,Street,1
58,VCP,18,0.4,11.05,616.9592439,6.9,Sand,Easement,2
57,PVC,8,0.44,3.1,309.99,7.9,Sand,Alley,3
19,RC,21,0.5,5.84,171.3659128,7.9,Clay,Street,3
66,VCP,6,0.021,9.95,286.3127582,5.4,Loam,Highway,3
37,RC,12,0.1,8.85,383.8997479,6.8,Rock,Street,1
63,VCP,8,0.14,10.5,324.9855042,4.8,Sand,Easement,5
43,RC,15,0.5,10,132.2396188,5.4,Sand,Easement,2
72,VCP,8,0.48,5,295,7.9,Clay,Street,3
30,RC,8,0.6,8.58,163.3282924,6.5,Clay,Street,1
58,VCP,8,0.39,3.65,300,5.4,Loam,Street,3
75,VCP,12,0.42,8,179.1511589,5.7,Clay,Highway,3
65,VCP,8,0.3,7,481.1815134,5.4,Sand,Street,3
24,VCP,12,0.39,12,100.2424259,5.4,Sand,Street,1
57,VCP,8,0.2,15.00719332,136.0698283,5.4,Sand,Easement,3
60,VCP,8,0.08,11.05,275.99,5.4,Clay,Easement,1
51,RC,6,0.5,10,104.4612898,5.7,Sand,Street,4
48,VCP,8,0.33,5,185.7720747,8.2,Sand,Street,1
42,VCP,8,0.4,7,363.7523724,7.9,Sand,Street,1
66,VCP,10,0.39,7,182.9896545,5.5,Sand,Street,3
25,VCP,8,0.33,15.16,214.4190769,8.2,Clay,Alley,1
22,PVC,30,0.5,5,360.3956552,8.2,Clay,Street,3
47,PVC,8,0.48,11.05,35.99430273,8.2,Clay,Easement,2
63,RC,6,0.48,10,264.9934275,8.2,Clay,Street,3
24,PVC,8,0.5,7,28.48084089,6.5,Sand,Highway,2
95,VCP,8,0.39,10,481.9311364,5.4,Sand,Street,5
16,PVC,12,0.3,10,667.9009756,7.9,Clay,Street,1
48,VCP,54,0.39,7,214.793728,7.9,Sand,Street,1
67,VCP,6,3.4,7,195.2621473,5.4,Sand,Street,5
44,VCP,8,0.42,6.66,190.1536074,8.2,Gravel,Street,1
38,PVC,8,0.41,5.29,405.7932386,7.9,Clay,Street,1
71,VCP,54,0.021,12,300,7.9,Clay,Street,3
21,PVC,8,0.48,8.85,154.9672074,7.9,Loam,Street,1
36,PVC,8,0.9,6,55.76,6.9,Sand,Street,1
60,VCP,27,0.37,10,432.7160495,8.2,Clay,Street,3
69,VCP,12,0.56,15.43,141.8862787,7.9,Clay,Highway,3
50,RC,10,0.034,10,113.4900096,5.4,Sand,Street,3
62,VCP,8,0.2,8,576.6628005,5.4,Sand,Street,4
77,VCP,12,0.14,7,376.691102,7.9,Sand,Easement,5
13,VCP,6,2.452056679,5,231.64218,5.4,Sand,Street,3
65,VCP,8,0.49,7,198.9430976,8.2,Loam,Street,1
59,VCP,8,0.6,7,94.44775316,4.8,Sand,Highway,4
62,VCP,66,0.2,8,165.5821112,6.9,Rock,Highway,3
65,RC,8,0.31,8.31,388.0141886,4.8,Sand,Street,3
77,VCP,8,0.87,8,347.7970364,8.2,Sand,Easement,5
64,RC,8,0.38,15,112.0012654,5.4,Sand,Street,3
65,RC,8,0.6,6.66,270.2058876,6.9,Sand,Easement,1
38,PVC,8,3.05321862,7,663.8794095,7,Sand,Street,1
63,PVC,8,0.032,7,398.6025476,7.9,Clay,Highway,1
69,VCP,8,1.8,7,208.99,4.8,Sand,Street,3
23,VCP,8,0.02698982,12.42,233.9372168,5.4,Sand,Highway,3
57,VCP,24,0.15,7,360.7810976,5.7,Clay,Easement,1
57,VCP,33,0.12,5,332.99,4.8,Sand,Highway,2
47,VCP,12,0.51,10,83.95395252,7.5,Clay,Street,3
57,PVC,8,1,8.85,227.1363394,8.2,Clay,Street,1
11,PVC,6,3.091056744,7,301.513054,5.4,Loam,Street,1
66,VCP,8,0.2,8.03,255.068251,7.4,Clay,Street,3
57,VCP,24,0.33,9.13,276.9448719,8.2,Sand,Easement,4
18,PVC,8,0.84,13,106.6421898,8.2,Clay,Street,1
39,VCP,8,0.53,10,329.2839012,8.2,Clay,Street,1
64,PVC,8,0.42,10.77,248.6892984,6.5,Sand,Street,3
60,PVC,8,0.8,8,235.7966457,8.2,Clay,Easement,4
30,VCP,8,0.137,13,514.1005983,4.8,Sand,Alley,1
71,VCP,8,5.471345327,8,357.3077052,8.2,Clay,Street,2
73,VCP,8,0.2,7,707.6755419,8.2,Loam,Street,1
51,VCP,8,0.38,12,243.5278128,7.9,Sand,Street,5
64,VCP,8,0.38,8,200,6.5,Sand,Street,3
65,VCP,8,2.16,2.136753047,329.8948615,8.2,Clay,Street,1
54,VCP,10,1.08,13.24,35.78154548,5.7,Sand,Alley,1
57,VCP,8,0.65,16.8,413.8054704,7.9,Sand,Highway,2
36,PVC,8,0.31,7,485.720241,7.9,Sand,Street,3
22,PVC,8,0.5,10,1003.36862,8.2,Clay,Street,1
43,VCP,8,0.44,7,176.9819543,5.8,Clay,Street,1
34,VCP,8,1.5,8.58,287.0469323,8.2,Sand,Street,1
72,VCP,30,0.3,8.58,423.5410443,8.2,Clay,Street,3
54,VCP,10,0.29,6.94,171.9697052,7.9,Sand,Highway,1
60,VCP,8,0.4,7,392.3488874,7.9,Loam,Street,1
71,VCP,8,0.84,10,62.79,5.7,Sand,Alley,3
18,PVC,12,0.44,12,109.3470872,5.8,Sand,Highway,1
44,PVC,12,1.4,5,999.8624269,8.2,Clay,Easement,1
57,VCP,8,0.31,7,526.5663243,8.2,Sand,Highway,1
72,VCP,8,0.01,10.77,461.4751503,5.7,Sand,Street,3
54,PVC,15,0.22,9.4,165.1400243,8.2,Clay,Street,1
63,VCP,10,0.5,8.58,329.8239056,5.7,Sand,Street,3
18,RC,8,0.6,7,183.0519973,5.4,Sand,Street,1
19,VCP,8,0.3,8.85,318.7105378,7.9,Sand,Street,3
14,PVC,8,0.39,12.69,301.99,8.2,Clay,Street,1
60,VCP,12,0.3,9.4,455.8909238,7.9,Rock,Street,3
21,RC,8,0.56,5,363.2995752,8.2,Sand,Alley,3
36,VCP,8,0.8,7,119.3228958,8.2,Sand,Street,1
42,RC,8,0.55,13,36.78950022,7.9,Clay,Street,1
18,PVC,8,2,5,279.9242029,8.2,Clay,Easement,1
47,PVC,8,0.38,10.77,226.3335253,5.8,Sand,Alley,1
44,RC,27,0.53,7,205.6051924,5.8,Sand,Street,1
70,VCP,15,0.55,6,255.9943027,6.9,Sand,Easement,5
73,VCP,10,0.4,7,159.7120099,5.4,Sand,Easement,1
45,VCP,12,0.15,5,310.8016753,7.4,Sand,Highway,1
39,VCP,8,0.45,8,285.770492,8.2,Clay,Alley,3
68,VCP,48,0.38,10,332.4570123,5.7,Sand,Alley,1
16,RC,8,1.42,8,96.08367501,8.2,Rock,Street,1
67,VCP,8,0.28,10,262.8938053,6.856693501,Loam,Street,3
13,VCP,24,0.28,8,474.0349107,8.2,Clay,Street,1
55,RC,12,1.26,5,405.968609,8.2,Sand,Street,1
75,VCP,8,0.14,12,491.2187742,5.4,Sand,Highway,3
70,VCP,8,0.000702132,10,314.748507,5.7,Sand,Alley,1
12,PVC,8,0.51,5.319011306,117.6630457,5.7,Loam,Street,3
38,VCP,48,0.15,8,292.7151179,8.2,Clay,Street,1
64,PVC,8,0.26,7,250.0669016,6.8,Loam,Street,1
46,PVC,8,0.45,6.12,338.2987611,7.9,Loam,Street,3
89,VCP,15,0.65,5,246.9571636,7.9,Clay,Alley,1
44,RC,8,0.46,8.31,27.68709143,8.2,Clay,Street,1
58,VCP,6,0.32,9,292.6731336,5.7,Clay,Alley,3
45,RC,8,1.2,5,173.1293682,5.7,Clay,Street,2
41,PVC,8,0.1,8,400.6261899,8.2,Clay,Street,1
27,PVC,33,0.4,7,24.38041143,8.2,Clay,Street,1
24,PVC,8,1.048809664,7,316.8456944,7.9,Rock,Street,1
37,VCP,6,0.54,7,561.6175971,4.8,Sand,Street,1
42,VCP,8,0.3,12,613.4431938,4.8,Sand,Street,3
50,VCP,6,0.43,6,217.7376729,6.8,Sand,Alley,3
64,VCP,8,0.43,8.85,334.99,4.8,Sand,Street,1
58,VCP,8,0.39,7,399.9665491,8.2,Clay,Alley,1
26,VCP,6,3.8,12.42,49.06216667,4.8,Loam,Easement,2
42,RC,8,1.605135926,5,394.134654,7.9,Clay,Easement,1
18,PVC,10,0.3,8,233.5679125,5.4,Sand,Street,3
63,VCP,6,0.6,6,56.93007826,5.8,Sand,Street,1
21,VCP,10,0.14,12,147.560513,4.1,Sand,Highway,1
44,PVC,8,1,8.85,66.60987608,8.2,Loam,Alley,2
24,PVC,8,0.27,7,334,8.2,Clay,Street,1
58,RC,8,0.41,7,396.1225135,7.9,Sand,Easement,2
58,RC,30,0.12,7,160.2078611,5.7,Loam,Alley,1
40,PVC,8,0.6,12.14,328.7231385,8.2,Clay,Street,3
63,PVC,8,0.6,11.92718421,75.70193005,7.9,Sand,Street,3
39,VCP,8,0.56,8.03,250.0557219,8.2,Clay,Street,1
66,VCP,8,1,10,84.02613334,8.2,Clay,Street,1
52,RC,8,0.6,8.58,53.71523985,6.7,Sand,Street,3
22,PVC,8,4.127626833,0.36,94.40509713,8.2,Rock,Alley,1
